,aq,cr,cv,dt,hv,lv,ncv,ov,rf
772,125618,0.5882352,400,20160201,68400.0,66400.0,68400,67200.0,2
773,275130,3.9755351,2600,20160129,68300.0,64300.0,68000,64300.0,2
774,178700,1.0819165,700,20160128,65600.0,63200.0,65400,63200.0,2
775,281799,-1.8209408,-1200,20160127,66800.0,63500.0,64700,66800.0,5
776,160701,1.854714,1200,20160126,66300.0,64200.0,65900,64500.0,2
777,157605,-0.3081664,-200,20160125,65600.0,64200.0,64700,65400.0,5
778,150516,1.5649452,1000,20160122,65600.0,63600.0,64900,63600.0,2
779,213105,-1.993865,-1300,20160121,65600.0,62600.0,63900,65600.0,5
780,158529,-2.8315946,-1900,20160120,67100.0,64600.0,65200,67100.0,5
781,148778,0.0,0,20160119,67600.0,66300.0,67100,67500.0,3
782,324179,-4.2796005,-3000,20160118,71000.0,66100.0,67100,70100.0,5
783,191500,0.1428571,100,20160115,71300.0,68900.0,70100,71300.0,2
784,186547,1.4492753,1000,20160114,70000.0,66900.0,70000,67700.0,2
785,81598,0.0,0,20160113,69200.0,67700.0,69000,68700.0,3
786,127959,2.3738872,1600,20160112,69200.0,67500.0,69000,68000.0,2
787,240907,-3.0215827,-2100,20160111,68400.0,66800.0,67400,68200.0,5
788,216027,0.433526,300,20160108,70000.0,67000.0,69500,69100.0,2
789,158183,0.1447178,100,20160107,70000.0,68600.0,69200,68600.0,2
790,174565,-0.8608321,-600,20160106,70600.0,68300.0,69100,69700.0,5
791,268983,0.0,0,20160105,73100.0,68800.0,69700,70100.0,3
792,145855,-0.853485,-600,20160104,70500.0,68000.0,69700,68000.0,5
793,111729,0.2853067,200,20151230,70500.0,69500.0,70300,70200.0,2
794,103051,-0.5673758,-400,20151229,70100.0,68200.0,70100,69000.0,5
795,85745,-1.1220196,-800,20151228,71900.0,69800.0,70500,71400.0,5
796,116547,-0.140056,-100,20151224,72300.0,70900.0,71300,71900.0,5
797,236842,-0.6954102,-500,20151223,72000.0,70300.0,71400,71900.0,5
798,287386,4.8104956,3300,20151222,72500.0,68300.0,71900,69300.0,2
799,145849,-0.2906976,-200,20151221,69700.0,68500.0,68600,69400.0,5
800,243533,-0.289855,-200,20151218,70000.0,68500.0,68800,69000.0,5
801,363239,1.4705882,1000,20151217,69300.0,67700.0,69000,68000.0,2
802,250502,3.8167938,2500,20151216,68000.0,66000.0,68000,66000.0,2
803,274071,1.0802469,700,20151215,66100.0,64700.0,65500,65400.0,2
804,193830,-1.6691957,-1100,20151214,66100.0,64500.0,64800,64900.0,5
805,365376,1.540832,1000,20151211,66800.0,64800.0,65900,65100.0,2
806,460978,-1.217656,-800,20151210,66900.0,64600.0,64900,65000.0,5
807,198502,2.9780564,1900,20151209,66000.0,63800.0,65700,64300.0,2
808,266808,-0.1564945,-100,20151208,65000.0,63500.0,63800,64100.0,5
809,177323,0.3139717,200,20151207,64500.0,63300.0,63900,64500.0,2
810,124140,-0.46875,-300,20151204,63800.0,63000.0,63700,63800.0,5
811,281452,0.4709576,300,20151203,64100.0,62800.0,64000,64100.0,2
812,237507,-1.24031,-800,20151202,64800.0,63700.0,63700,64500.0,5
813,601404,3.8647342,2400,20151201,64700.0,62900.0,64500,62900.0,2
814,329805,-2.8169014,-1800,20151130,63800.0,61700.0,62100,63200.0,5
815,163047,0.9478672,600,20151127,63900.0,62700.0,63900,63200.0,2
816,358971,-0.3149606,-200,20151126,64400.0,63100.0,63300,63500.0,5
817,517719,2.0900321,1300,20151125,63700.0,62100.0,63500,62300.0,2
818,627454,0.3225806,200,20151124,62200.0,61100.0,62200,62200.0,2
819,564330,0.0,0,20151123,62500.0,61600.0,62000,62200.0,3
820,771441,1.1419249,700,20151120,62500.0,61500.0,62000,61900.0,2
821,6986779,-7.6807228,-5100,20151119,63100.0,60900.0,61300,62800.0,5
822,128400,-3.3478893,-2300,20151118,69200.0,66000.0,66400,69200.0,5
823,138462,0.5856515,400,20151117,69400.0,67500.0,68700,68400.0,2
824,249120,-0.4373177,-300,20151116,69700.0,67300.0,68300,68600.0,5
825,339916,-0.4354136,-300,20151113,70900.0,67800.0,68600,68900.0,5
826,138745,4.552352,3000,20151112,68900.0,66000.0,68900,66400.0,2
827,187789,-0.3025718,-200,20151111,66000.0,63900.0,65900,65100.0,5
828,199985,1.0703363,700,20151110,66900.0,65500.0,66100,65700.0,2
829,253195,0.770416,500,20151109,67200.0,64700.0,65400,65000.0,2
830,190769,-5.116959,-3500,20151106,68400.0,64900.0,64900,68300.0,5
831,127371,-0.1459854,-100,20151105,68800.0,66300.0,68400,68800.0,5
832,185165,1.4814814,1000,20151104,68900.0,67600.0,68500,67700.0,2
833,202476,-0.1479289,-100,20151103,69800.0,66800.0,67500,67900.0,5
834,197162,-1.1695906,-800,20151102,72000.0,66900.0,67600,68700.0,5
835,198332,3.0120481,2000,20151030,69300.0,65800.0,68400,66800.0,2
836,176828,0.0,0,20151029,67000.0,64300.0,66400,66500.0,3
837,289451,2.6275115,1700,20151028,66600.0,65000.0,66400,65100.0,2
838,110878,-2.413273,-1600,20151027,65900.0,64100.0,64700,65000.0,5
839,270123,-1.1922503,-800,20151026,69800.0,64600.0,66300,67900.0,5
840,160023,2.7565084,1800,20151023,68100.0,65600.0,67100,66800.0,2
841,174594,-1.060606,-700,20151022,66100.0,64500.0,65300,64900.0,5
842,114747,0.3039513,200,20151021,66500.0,64900.0,66000,66000.0,2
843,167103,0.7656967,500,20151020,66200.0,64700.0,65800,65300.0,2
844,219189,3.3227848,2100,20151019,66800.0,63000.0,65300,63300.0,2
845,118780,-1.0954616,-700,20151016,63900.0,62500.0,63200,62800.0,5
846,288191,4.2414355,2600,20151015,64500.0,61300.0,63900,61800.0,2
847,178585,-0.9693053,-600,20151014,62500.0,60800.0,61300,62500.0,5
848,133927,0.3241491,200,20151013,62300.0,60500.0,61900,61000.0,2
849,229003,1.1475409,700,20151012,61700.0,60500.0,61700,61000.0,2
850,285434,-2.4,-1500,20151008,62500.0,59700.0,61000,62500.0,5
851,154619,1.132686,700,20151007,62500.0,60300.0,62500,61500.0,2
852,116166,0.6514657,400,20151006,62300.0,61000.0,61800,62000.0,2
853,154372,1.1532125,700,20151005,62300.0,59200.0,61400,60000.0,2
854,170590,-0.8169934,-500,20151002,62900.0,59900.0,60700,61600.0,5
855,157297,-0.1631321,-100,20151001,61600.0,58200.0,61200,60300.0,5
856,189540,3.7225042,2200,20150930,61300.0,57500.0,61300,58000.0,2
857,98922,0.1694915,100,20150925,60000.0,58900.0,59100,60000.0,2
858,68465,1.0273972,600,20150924,59000.0,58100.0,59000,58400.0,2
859,141704,-1.6835016,-1000,20150923,59600.0,57400.0,58400,58400.0,5
860,67979,1.5384615,900,20150922,59700.0,58100.0,59400,59400.0,2
861,133181,2.2727272,1300,20150921,59200.0,56900.0,58500,56900.0,2
862,160696,-4.347826,-2600,20150918,60400.0,57200.0,57200,60400.0,5
863,182066,1.0135135,600,20150917,60500.0,58300.0,59800,59800.0,2
864,193843,0.8517887,500,20150916,59400.0,57600.0,59200,58700.0,2
865,153427,2.4432809,1400,20150915,59100.0,56700.0,58700,58300.0,2
866,140283,1.2367491,700,20150914,58300.0,56300.0,57300,56700.0,2
867,219325,-3.9049235,-2300,20150911,58200.0,55700.0,56600,58200.0,5
868,274098,6.3176895,3500,20150910,59100.0,55700.0,58900,55800.0,2
869,197924,5.3231939,2800,20150909,56000.0,52800.0,55400,52800.0,2
870,219018,-2.4118738,-1300,20150908,53700.0,51600.0,52600,53500.0,5
871,74363,0.5597014,300,20150907,54000.0,53100.0,53900,54000.0,2
872,179810,0.7518796,400,20150904,54900.0,52900.0,53600,52900.0,2
873,135008,-1.8450184,-1000,20150903,55000.0,52900.0,53200,54200.0,5
874,179140,-0.9140767,-500,20150902,55000.0,53400.0,54200,54700.0,5
875,182682,2.8195488,1500,20150901,54900.0,53500.0,54700,53900.0,2
876,275188,-2.2058823,-1200,20150831,54400.0,52100.0,53200,53200.0,5
877,242443,3.2258064,1700,20150828,54600.0,52300.0,54400,52700.0,2
878,266932,-0.3780718,-200,20150827,53300.0,51600.0,52700,52800.0,5
879,258496,2.3210831,1200,20150826,53300.0,51200.0,52900,51700.0,2
880,332225,-4.7882136,-2600,20150825,55300.0,51700.0,51700,55200.0,5
881,264275,-5.06993,-2900,20150824,58100.0,53300.0,54300,58100.0,5
882,208793,-1.3793103,-800,20150821,59600.0,56500.0,57200,58900.0,5
883,151351,-3.654485,-2200,20150820,60200.0,57300.0,58000,59300.0,5
884,225976,5.061082,2900,20150819,61700.0,56000.0,60200,56400.0,2
885,119828,-2.051282,-1200,20150818,59700.0,56600.0,57300,58500.0,5
886,158368,2.0942408,1200,20150817,59800.0,57500.0,58500,58300.0,2
887,159915,-1.7152658,-1000,20150813,59400.0,57300.0,57300,58600.0,5
888,144551,-2.6711185,-1600,20150812,60200.0,57800.0,58300,59800.0,5
889,145226,0.167224,100,20150811,60900.0,59600.0,59900,60900.0,2
890,87196,3.1034482,1800,20150810,59900.0,57800.0,59800,58300.0,2
891,107851,-1.1925042,-700,20150807,59300.0,57700.0,58000,59100.0,5
892,288918,-0.170068,-100,20150806,61900.0,57900.0,58700,58900.0,5
893,154446,1.5544041,900,20150805,59700.0,57000.0,58800,57000.0,2
894,165592,1.7574692,1000,20150804,58000.0,56100.0,57900,58000.0,2
895,579031,2.5225225,1400,20150803,57900.0,55800.0,56900,57000.0,2
896,200979,3.3519553,1800,20150731,56000.0,53200.0,55500,53800.0,2
897,152107,3.8684719,2000,20150730,54400.0,51700.0,53700,51800.0,2
898,154297,-3.7243947,-2000,20150729,54000.0,51600.0,51700,52800.0,5
899,215399,3.6679536,1900,20150728,54000.0,51600.0,53700,51800.0,2
900,66909,-0.9560229,-500,20150727,52600.0,51100.0,51800,51700.0,5
901,87999,-1.8761726,-1000,20150724,53200.0,52100.0,52300,53200.0,5
902,118415,-1.8416206,-1000,20150723,54900.0,52700.0,53300,54400.0,5
903,87370,0.1845018,100,20150722,54700.0,53300.0,54300,53400.0,2
904,47080,-0.367647,-200,20150721,54600.0,53300.0,54200,54400.0,5
905,116850,2.8355387,1500,20150720,54600.0,52300.0,54400,52400.0,2
906,159138,-4.1666666,-2300,20150717,55400.0,52600.0,52900,54800.0,5
907,86626,1.8450184,1000,20150716,55400.0,53800.0,55200,53800.0,2
908,232191,-2.3423423,-1300,20150715,56000.0,53500.0,54200,56000.0,5
909,152212,0.5434782,300,20150714,55800.0,54700.0,55500,55400.0,2
910,89429,-2.1276595,-1200,20150713,56500.0,55200.0,55200,55200.0,5
911,128400,1.8050541,1000,20150710,56600.0,54400.0,56400,55000.0,2
912,236340,-1.4234875,-800,20150709,56500.0,53000.0,55400,56500.0,5
913,246903,-3.9316239,-2300,20150708,59000.0,56100.0,56200,59000.0,5
914,207726,3.3568904,1900,20150707,59400.0,56600.0,58500,56600.0,2
915,105450,-1.7361111,-1000,20150706,58000.0,55800.0,56600,57300.0,5
916,179084,1.7667844,1000,20150703,58100.0,55500.0,57600,56600.0,2
917,131632,-0.7017543,-400,20150702,57100.0,55200.0,56600,56800.0,5
918,175472,0.8849557,500,20150701,58400.0,56400.0,57000,56500.0,2
919,248767,-0.7029876,-400,20150630,57300.0,55800.0,56500,56100.0,5
920,201881,-2.4013722,-1400,20150629,58600.0,56000.0,56900,57200.0,5
921,166245,3.7366548,2100,20150626,59100.0,56000.0,58300,56300.0,2
922,156966,-1.4035087,-800,20150625,57800.0,55300.0,56200,57000.0,5
923,361626,5.9479553,3200,20150624,57600.0,53900.0,57000,53900.0,2
924,207843,0.0,0,20150623,54800.0,53100.0,53800,53800.0,3
925,231825,-0.3703703,-200,20150622,54800.0,53500.0,53800,53700.0,5
926,894612,7.5697211,3800,20150619,56300.0,50700.0,54000,51200.0,2
927,308475,4.5833333,2200,20150618,50300.0,47950.0,50200,48000.0,2
928,189662,-0.8264462,-400,20150617,48650.0,47550.0,48000,48500.0,5
929,213873,-0.6160164,-300,20150616,48750.0,48050.0,48400,48050.0,5
930,166594,-0.204918,-100,20150615,49500.0,48050.0,48700,48800.0,5
931,216474,-3.9370078,-2000,20150612,51200.0,48700.0,48800,50500.0,5
932,257357,3.2520325,1600,20150611,50800.0,48900.0,50800,49300.0,2
933,101709,0.716479,350,20150610,49950.0,48800.0,49200,49000.0,2
934,94086,0.5144032,250,20150609,49050.0,48400.0,48850,48400.0,2
935,106333,2.4236037,1150,20150608,49000.0,47200.0,48600,47900.0,2
936,143378,-2.4665981,-1200,20150605,48450.0,47400.0,47450,48200.0,5
937,140607,-2.7,-1350,20150604,50200.0,48550.0,48650,49850.0,5
938,102227,0.2004008,100,20150603,50300.0,49600.0,50000,49900.0,2
939,110865,-0.7952286,-400,20150602,51700.0,49450.0,49900,50200.0,5
940,156607,-2.1400778,-1100,20150601,51700.0,49800.0,50300,51100.0,5
941,254948,2.3904382,1200,20150529,51500.0,49600.0,51400,49600.0,2
942,139828,-2.1442495,-1100,20150528,51700.0,50000.0,50200,51200.0,5
943,320072,-5.5248618,-3000,20150527,54000.0,51100.0,51300,53200.0,5
944,121300,1.8761726,1000,20150526,54300.0,52700.0,54300,52900.0,2
945,109369,2.5,1300,20150522,53400.0,51600.0,53300,52000.0,2
946,108183,0.0,0,20150521,52700.0,51400.0,52000,51900.0,3
947,79275,-0.7633587,-400,20150520,53200.0,51800.0,52000,51900.0,5
948,128414,1.1583011,600,20150519,53200.0,51300.0,52400,51500.0,2
949,65743,-2.2641509,-1200,20150518,53100.0,51700.0,51800,53000.0,5
950,78494,0.0,0,20150515,53600.0,52600.0,53000,53200.0,3
951,112612,1.1450381,600,20150514,53600.0,51300.0,53000,51700.0,2
952,96830,0.3831417,200,20150513,52600.0,51500.0,52400,51500.0,2
953,80199,-1.5094339,-800,20150512,53500.0,51700.0,52200,53100.0,5
954,44780,0.5692599,300,20150511,53200.0,52600.0,53000,52800.0,2
955,57600,-0.5660377,-300,20150508,53400.0,51900.0,52700,52600.0,5
956,150046,-2.0332717,-1100,20150507,53800.0,52500.0,53000,53200.0,5
957,135112,-2.1699819,-1200,20150506,56000.0,54000.0,54100,55800.0,5
958,159714,1.0968921,600,20150504,56000.0,53600.0,55300,54400.0,2
959,231578,2.6266416,1400,20150430,54900.0,53300.0,54700,53500.0,2
960,86045,2.3032629,1200,20150429,53300.0,52300.0,53300,52600.0,2
961,64489,-1.3257575,-700,20150428,53700.0,52000.0,52100,52900.0,5
962,118389,-0.5649717,-300,20150427,53700.0,52300.0,52800,53400.0,5
963,173128,1.9193857,1000,20150424,54900.0,51400.0,53100,51400.0,2
964,136034,0.1923076,100,20150423,52400.0,51200.0,52100,51400.0,2
965,127452,0.5802707,300,20150422,52900.0,51700.0,52000,51700.0,2
966,111992,-0.7677543,-400,20150421,52200.0,50500.0,51700,52200.0,5
967,114064,-1.5122873,-800,20150420,52700.0,51600.0,52100,52700.0,5
968,126811,1.7307692,900,20150417,53000.0,51200.0,52900,51200.0,2
969,169975,2.1611001,1100,20150416,52200.0,50900.0,52000,50900.0,2
970,130415,1.5968063,800,20150415,50900.0,49300.0,50900,50100.0,2
971,458950,5.0314465,2400,20150414,50800.0,47750.0,50100,47750.0,2
972,99039,0.4210526,200,20150413,48050.0,46850.0,47700,46850.0,2
973,104051,1.713062,800,20150410,47550.0,46350.0,47500,46400.0,2
974,166658,-3.5123966,-1700,20150409,48450.0,46550.0,46700,48200.0,5
975,84868,-0.4115226,-200,20150408,48600.0,47950.0,48400,48450.0,5
976,62222,-0.6134969,-300,20150407,49150.0,48500.0,48600,48950.0,5
977,56330,-2.004008,-1000,20150406,50300.0,48900.0,48900,49950.0,5
978,42894,1.0121457,500,20150403,49900.0,49400.0,49900,49550.0,2
979,70129,0.9193054,450,20150402,49550.0,48800.0,49400,48800.0,2
980,61944,-1.0111223,-500,20150401,49450.0,48800.0,48950,49000.0,5
981,110881,0.0,0,20150331,49750.0,49100.0,49450,49100.0,3
982,101131,-0.5030181,-250,20150330,49700.0,48750.0,49450,49500.0,5
983,77447,-0.1005025,-50,20150327,49900.0,48800.0,49700,49750.0,5
984,108361,1.5306122,750,20150326,49850.0,49000.0,49750,49150.0,2
985,132232,-1.3091641,-650,20150325,49700.0,48400.0,49000,49550.0,5
986,120463,1.1201629,550,20150324,49850.0,49200.0,49650,49450.0,2
987,112955,-2.3856858,-1200,20150323,50300.0,48850.0,49100,50300.0,5
988,109593,2.2357723,1100,20150320,50400.0,48950.0,50300,49500.0,2
989,108106,-1.2048192,-600,20150319,50400.0,49000.0,49200,50200.0,5
990,159022,0.8097165,400,20150318,50800.0,48500.0,49800,48950.0,2
991,161665,0.9193054,450,20150317,49400.0,48300.0,49400,49050.0,2
992,74634,0.927835,450,20150316,49200.0,48200.0,48950,48550.0,2
993,95278,1.2526096,600,20150313,48900.0,48200.0,48500,48400.0,2
994,316151,-0.6224066,-300,20150312,49000.0,47450.0,47900,48800.0,5
995,229550,-4.743083,-2400,20150311,50700.0,48100.0,48200,50400.0,5
996,72962,-0.7843137,-400,20150310,51000.0,50500.0,50600,50800.0,5
997,64128,0.1964636,100,20150309,51600.0,50700.0,51000,50900.0,2
998,88462,-0.779727,-400,20150306,51600.0,50700.0,50900,51300.0,5
999,63549,-0.7736943,-400,20150305,51800.0,51200.0,51300,51400.0,5
1000,60439,-0.576923,-300,20150304,52300.0,51700.0,51700,51800.0,5
1001,206515,-1.8867924,-1000,20150303,52900.0,51600.0,52000,52200.0,5
1002,182395,0.0,0,20150302,53100.0,51700.0,53000,52800.0,3
1003,138050,-0.5628517,-300,20150227,53700.0,52800.0,53000,52900.0,5
1004,115875,-2.0220588,-1100,20150226,54800.0,52900.0,53300,54600.0,5
1005,85014,-2.3339317,-1300,20150225,55800.0,54400.0,54400,55800.0,5
1006,133214,2.3897058,1300,20150224,55900.0,53500.0,55700,53500.0,2
1007,87420,3.2258064,1700,20150223,54500.0,52700.0,54400,52800.0,2
1008,70322,1.5414258,800,20150217,53000.0,51600.0,52700,51900.0,2
1009,60106,0.9727626,500,20150216,52100.0,50800.0,51900,51000.0,2
1010,198997,1.9841269,1000,20150213,51400.0,50200.0,51400,50800.0,2
1011,190260,-3.6328871,-1900,20150212,52600.0,50300.0,50400,51900.0,5
1012,125416,0.576923,300,20150211,52900.0,51500.0,52300,52400.0,2
1013,54882,-0.3831417,-200,20150210,52900.0,51800.0,52000,52100.0,5
1014,53516,-1.1363636,-600,20150209,53300.0,52200.0,52200,53000.0,5
1015,86475,-0.1890359,-100,20150206,53300.0,52200.0,52800,52800.0,5
1016,125427,-4.1666666,-2300,20150205,54900.0,52900.0,52900,54500.0,5
1017,220817,1.6574585,900,20150204,55600.0,54500.0,55200,54800.0,2
1018,149749,1.8761726,1000,20150203,54400.0,52400.0,54300,53800.0,2
1019,92496,0.1879699,100,20150202,53300.0,52100.0,53300,52300.0,2
1020,147458,2.1113243,1100,20150130,53300.0,52300.0,53200,52600.0,2
1021,144798,0.5791505,300,20150129,52700.0,51400.0,52100,51900.0,2
1022,86762,0.9746588,500,20150128,51800.0,50500.0,51800,50500.0,2
1023,129523,-0.9652509,-500,20150127,52000.0,50300.0,51300,52000.0,5
1024,121606,1.5686274,800,20150126,51900.0,50800.0,51800,51100.0,2
1025,100399,-0.1956947,-100,20150123,51700.0,50700.0,51000,51200.0,5
1026,59159,-1.7307692,-900,20150122,52700.0,51100.0,51100,52200.0,5
1027,55330,-0.5736137,-300,20150121,52600.0,51900.0,52000,52000.0,5
1028,44769,0.0,0,20150120,52900.0,52100.0,52300,52700.0,3
1029,57083,-0.3809523,-200,20150119,53600.0,52200.0,52300,53000.0,5
1030,58970,-2.0522388,-1100,20150116,53200.0,52000.0,52500,53200.0,5
1031,56405,3.076923,1600,20150115,53600.0,51900.0,53600,52000.0,2
1032,114030,-1.8867924,-1000,20150114,52900.0,52000.0,52000,52600.0,5
1033,89622,0.1890359,100,20150113,53400.0,52600.0,53000,53200.0,2
1034,78347,-2.037037,-1100,20150112,53800.0,52900.0,52900,53600.0,5
1035,71755,1.1235955,600,20150109,54300.0,53400.0,54000,54000.0,2
1036,101565,0.1876172,100,20150108,54800.0,53000.0,53400,53000.0,2
1037,52598,-1.2962962,-700,20150107,54300.0,53200.0,53300,54200.0,5
1038,84833,-0.1848428,-100,20150106,54200.0,53000.0,54000,53600.0,5
1039,95165,-1.4571948,-800,20150105,54700.0,53100.0,54100,53600.0,5
1040,98586,-0.1818181,-100,20150102,55200.0,53500.0,54900,53500.0,5
1041,119973,-0.9009009,-500,20141230,56300.0,54900.0,55000,55600.0,5
1042,46241,-3.1413612,-1800,20141229,56900.0,55500.0,55500,56900.0,5
1043,56780,1.058201,600,20141226,57500.0,56200.0,57300,56200.0,2
1044,57190,1.6129032,900,20141224,56800.0,55200.0,56700,55500.0,2
1045,61171,1.4545454,800,20141223,55800.0,54700.0,55800,55000.0,2
1046,122356,3.5781544,1900,20141222,55000.0,53300.0,55000,53500.0,2
1047,183287,-2.3897058,-1300,20141219,54900.0,52800.0,53100,54500.0,5
1048,85789,-0.548446,-300,20141218,55700.0,53900.0,54400,55700.0,5
1049,135706,1.2962962,700,20141217,55300.0,54300.0,54700,54900.0,2
1050,224638,-0.9174311,-500,20141216,54800.0,53500.0,54000,53700.0,5
1051,104518,0.5535055,300,20141215,54700.0,52500.0,54500,54200.0,2
1052,121857,4.2307692,2200,20141212,54600.0,52000.0,54200,52000.0,2
1053,211938,-3.3457249,-1800,20141211,53400.0,52000.0,52000,52600.0,5
1054,128129,0.9380863,500,20141210,54300.0,53300.0,53800,54000.0,2
1055,126873,-1.6605166,-900,20141209,54500.0,53000.0,53300,54200.0,5
1056,126740,-1.98915,-1100,20141208,55300.0,53800.0,54200,54500.0,5
1057,67747,0.9124087,500,20141205,55900.0,54600.0,55300,54600.0,2
1058,87516,-1.4388489,-800,20141204,55900.0,54300.0,54800,55100.0,5
1059,78163,0.0,0,20141203,56300.0,55000.0,55600,55000.0,3
1060,98393,2.3941068,1300,20141202,55600.0,54000.0,55600,54100.0,2
1061,94389,-2.5134649,-1400,20141201,56300.0,54200.0,54300,55000.0,5
1062,68227,-1.0657193,-600,20141128,56600.0,55000.0,55700,55500.0,5
1063,47123,-0.8802816,-500,20141127,57100.0,55800.0,56300,56100.0,5
1064,52650,-0.8726003,-500,20141126,57800.0,56600.0,56800,57200.0,5
1065,143278,3.0575539,1700,20141125,57800.0,55500.0,57300,56000.0,2
1066,83508,0.907441,500,20141124,55800.0,54700.0,55600,55400.0,2
1067,104985,1.1009174,600,20141121,55100.0,53700.0,55100,54800.0,2
1068,88729,1.3011152,700,20141120,54800.0,53500.0,54500,53500.0,2
1069,135519,-1.4652014,-800,20141119,54900.0,53500.0,53800,54900.0,5
1070,85961,1.1111111,600,20141118,55400.0,54100.0,54600,54400.0,2
1071,104735,-2.8776978,-1600,20141117,55200.0,53800.0,54000,54500.0,5
1072,109797,0.7246376,400,20141114,55800.0,54500.0,55600,55000.0,2
1073,144571,-2.3008849,-1300,20141113,56600.0,54700.0,55200,56400.0,5
1074,79821,0.7130124,400,20141112,56700.0,55300.0,56500,55300.0,2
1075,221182,-0.1779359,-100,20141111,56900.0,54500.0,56100,56400.0,5
1076,85699,-1.4035087,-800,20141110,57500.0,56200.0,56200,56500.0,5
1077,109354,1.2433392,700,20141107,57100.0,55300.0,57000,56100.0,2
1078,141345,-2.9310344,-1700,20141106,57900.0,55900.0,56300,57900.0,5
1079,200362,7.0110701,3800,20141105,58200.0,54200.0,58000,55000.0,2
1080,354325,-3.9007092,-2200,20141104,56700.0,52600.0,54200,56500.0,5
1081,177110,-5.8430717,-3500,20141103,59900.0,55000.0,56400,59700.0,5
1082,176103,-0.8278145,-500,20141031,61000.0,58600.0,59900,61000.0,5
1083,80771,1.8549747,1100,20141030,60500.0,58600.0,60400,58800.0,2
1084,100409,1.7152658,1000,20141029,59800.0,57600.0,59300,59000.0,2
1085,101170,-0.8503401,-500,20141028,58800.0,57200.0,58300,58800.0,5
1086,50597,-0.6756756,-400,20141027,59600.0,58200.0,58800,59600.0,5
1087,93630,1.5437392,900,20141024,59400.0,57100.0,59200,57600.0,2
1088,96439,-1.3536379,-800,20141023,58900.0,57600.0,58300,58700.0,5
1089,79911,0.0,0,20141022,59600.0,58600.0,59100,59600.0,3
1090,57157,0.3395585,200,20141021,59300.0,58300.0,59100,58600.0,2
1091,83917,-1.9966722,-1200,20141020,60200.0,58600.0,58900,60200.0,5
1092,105275,1.6920473,1000,20141017,60300.0,59200.0,60100,60200.0,2
1093,106935,0.3395585,200,20141016,59900.0,58600.0,59100,58900.0,2
1094,142169,-1.669449,-1000,20141015,59100.0,57500.0,58900,58800.0,5
1095,177119,-0.4983388,-300,20141014,60300.0,58300.0,59900,60300.0,5
1096,119896,3.2590051,1900,20141013,60200.0,57900.0,60200,58300.0,2
1097,167003,-1.5202702,-900,20141010,60700.0,57900.0,58300,60700.0,5
1098,95919,1.0238907,600,20141008,59200.0,58300.0,59200,58800.0,2
1099,93426,3.169014,1800,20141007,58600.0,57100.0,58600,57600.0,2
1100,125151,-0.1757469,-100,20141006,57500.0,55700.0,56800,57200.0,5
1101,176569,-2.0654044,-1200,20141002,58400.0,55900.0,56900,58400.0,5
1102,210820,-2.3529411,-1400,20141001,59400.0,56200.0,58100,58500.0,5
1103,149210,0.1683501,100,20140930,59600.0,57700.0,59500,58600.0,2
1104,131174,-2.6229508,-1600,20140929,61000.0,58700.0,59400,60200.0,5
1105,139595,-1.2944983,-800,20140926,61600.0,59800.0,61000,61500.0,5
1106,143666,0.1620745,100,20140925,62300.0,60700.0,61800,62300.0,2
1107,128752,0.0,0,20140924,62000.0,61000.0,61700,61500.0,3
1108,158925,4.75382,2800,20140923,62500.0,60200.0,61700,60400.0,2
1109,67908,-1.9966722,-1200,20140922,60400.0,58700.0,58900,60100.0,5
1110,94584,-1.1513157,-700,20140919,61300.0,60100.0,60100,61200.0,5
1111,114216,0.6622516,400,20140918,60900.0,59300.0,60800,59300.0,2
1112,77714,1.3422818,800,20140917,60400.0,59000.0,60400,60100.0,2
1113,81975,-1.3245033,-800,20140916,60700.0,59400.0,59600,60700.0,5
1114,83608,-1.7886178,-1100,20140915,61500.0,59600.0,60400,61400.0,5
1115,113456,0.0,0,20140912,62300.0,60000.0,61500,62300.0,3
1116,122236,2.1594684,1300,20140911,62100.0,59400.0,61500,59600.0,2
1117,191303,-2.9032258,-1800,20140905,61700.0,59300.0,60200,61400.0,5
1118,50176,-0.3215434,-200,20140904,62400.0,61400.0,62000,62300.0,5
1119,86351,1.1382113,700,20140903,62400.0,60600.0,62200,60600.0,2
1120,93544,-1.4423076,-900,20140902,62100.0,60300.0,61500,61700.0,5
1121,65858,1.9607843,1200,20140901,62800.0,60100.0,62400,60100.0,2
1122,252378,-2.7027027,-1700,20140829,62800.0,60500.0,61200,62000.0,5
1123,105979,-0.6319115,-400,20140828,64600.0,62500.0,62900,63200.0,5
1124,116097,2.7597402,1700,20140827,63800.0,61700.0,63300,62500.0,2
1125,59350,-0.9646302,-600,20140826,63300.0,61600.0,61600,62600.0,5
1126,41518,-1.4263074,-900,20140825,62900.0,61300.0,62200,61300.0,5
1127,76331,1.7741935,1100,20140822,63700.0,61300.0,63100,61800.0,2
1128,105822,0.0,0,20140821,63000.0,60300.0,62000,63000.0,3
1129,121734,1.8062397,1100,20140820,62400.0,60300.0,62000,61600.0,2
1130,122894,0.9950248,600,20140819,61400.0,59100.0,60900,60100.0,2
1131,116540,-0.6589785,-400,20140818,61800.0,60000.0,60300,61300.0,5
1132,255625,-0.3284072,-200,20140814,63000.0,60200.0,60700,60200.0,5
1133,127640,1.3311148,800,20140813,61100.0,59700.0,60900,60300.0,2
